idcuenta,moneda,saldo,estado
2784,Dirham,713246.82,True
2785,Yuan Renminbi,1862104.11,False
2786,Real,669305.04,True
2787,Dollar,807433.21,False
2788,Yuan Renminbi,941113.24,True
2789,Real,1852404.53,True
2790,Rupiah,853467.94,True
2791,Yuan Renminbi,1337061.15,False
2792,Yen,1093164.01,
2793,Hryvnia,963438.38,False
2794,Koruna,970601.81,True
2795,Koruna,1017771.27,True
2796,Zloty,259320.03,False
2797,Lev,1846584.92,True
2798,Pound,990398.06,False
2799,Pound,1460664.26,False
2800,Euro,,False
2801,Yuan Renminbi,1917663.04,True
2802,,1193287.26,True
2803,Vatu,1583048.59,False
2804,Rupiah,867384.64,False
2805,Euro,1881684.66,True
2806,Peso,337952.66,True
2807,Yuan Renminbi,1991989.32,True
2808,Denar,856987.82,
2809,Yuan Renminbi,1788856.58,True
2810,Peso,1846977.79,True
2811,Lek,1634451.93,True
2812,Yuan Renminbi,1292544.43,False
2813,Euro,1387963.26,True
2814,Euro,1748918.92,False
2815,Rupiah,1527218.12,False
2816,Zloty,,True
2817,Yuan Renminbi,1445904.69,
2818,Peso,1549631.84,False
2819,Dong,1002236.56,
2820,,1856038.99,False
2821,Yuan Renminbi,1911246.28,True
2822,Yuan Renminbi,1081394.74,True
2823,Dinar,1833381.05,False
2824,Yuan Renminbi,697810.6,False
2825,Yen,69110.16,True
2826,Peso,623741.46,False
2827,Baht,652245.45,False
2828,Kuna,1702710.9,True
2829,Rupiah,1497317.57,False
2830,Euro,793437.01,True
2831,Yuan Renminbi,,False
2832,Rupiah,1590180.42,False
2833,,1685126.64,
2834,,1446151.66,False
2835,Euro,733839.53,True
2836,Peso,123734.92,True
2837,Euro,1860180.75,False
2838,Hryvnia,451839.07,True
2839,Gourde,309383.12,False
2840,Rupiah,1669572.14,False
2841,Real,369771.32,False
2842,Ruble,1581919.49,False
2843,Rial,1175512.99,True
2844,Krona,1136150.46,False
2845,Euro,328534.67,True
2846,Euro,1180649.27,False
2847,Krona,134144.7,False
2848,Baht,505585.53,False
2849,Peso,1489167.96,
2850,Peso,1446585.27,False
2851,Yuan Renminbi,,False
2852,Naira,1049811.47,False
2853,Yuan Renminbi,531694.75,True
2854,Peso,1568351.72,True
2855,Real,1240517.66,True
2856,Euro,,True
2857,Krona,806474.32,True
2858,Dollar,1087437.23,True
2859,Euro,920070.52,False
2860,Baht,1247609.97,
2861,Krone,852009.27,False
2862,Yuan Renminbi,892409.71,True
2863,Yuan Renminbi,1133181.54,True
2864,Yuan Renminbi,328626.01,False
2865,Yuan Renminbi,1035666.98,True
2866,Rupiah,1678605.05,True
2867,Sol,947810.0,True
2868,Ruble,1495921.05,True
2869,Rupiah,451643.01,True
2870,Yuan Renminbi,1406979.13,False
2871,Real,1004124.05,True
2872,Zloty,308600.11,True
2873,Peso,1686531.79,True
2874,Krona,541457.53,True
2875,Rupiah,366693.14,False
2876,Yuan Renminbi,1961737.31,False
2877,Ruble,,False
2878,Ruble,501821.97,True
2879,Yuan Renminbi,1666288.46,True
2880,Hryvnia,10174.16,False
2881,Dollar,128102.31,True
2882,,1425212.33,False
2883,Euro,1828769.6,True
2884,Krona,212477.28,True
2885,Krone,883183.6,False
2886,Rupee,682844.1,True
2887,Hryvnia,1461303.17,True
2888,Zloty,386361.97,False
2889,Yuan Renminbi,28322.79,True
2890,Yuan Renminbi,1731559.18,False
2891,Colon,264476.49,True
2892,Afghani,1943422.65,False
2893,Peso,1835649.91,
2894,Dirham,1407899.99,True
2895,Euro,264629.82,False
2896,Shekel,824151.36,False
2897,Yuan Renminbi,1323503.96,False
2898,Peso,1975919.53,True
2899,Rupiah,449879.3,False
2900,Yuan Renminbi,784166.8,True
2901,Franc,,False
2902,Peso,1710525.17,True
2903,Lempira,229245.58,True
2904,,1999410.15,True
2905,Rupiah,1323435.3,False
2906,Krona,1997019.55,False
2907,Real,1791774.71,False
2908,Yuan Renminbi,387829.26,True
2909,Dollar,235319.23,False
2910,Baht,678530.52,True
2911,Ruble,1922352.23,True
2912,Yuan Renminbi,1503841.09,True
2913,Euro,,False
2914,Dollar,449567.95,True
2915,Yen,615097.78,False
2916,Rupiah,,False
2917,Zloty,,True
2918,Peso,981212.76,False
2919,Dollar,808775.7,True
2920,Yuan Renminbi,586085.02,True
2921,Ruble,422833.55,False
2922,Ruble,430106.26,True
2923,Yen,1651135.79,True
2924,Rupiah,662438.55,True
2925,Yuan Renminbi,333549.06,False
2926,Kuna,154534.52,True
2927,Yuan Renminbi,1984658.63,True
2928,Ringgit,303450.79,False
2929,Euro,415689.06,True
2930,Euro,595119.66,False
2931,Euro,,True
2932,Shekel,986087.76,False
2933,Krona,973829.0,
2934,Franc,661873.23,True
2935,Peso,539477.75,True
2936,Yuan Renminbi,1266937.97,False
2937,Ruble,562998.24,False
2938,Manat,1375457.73,True
2939,Yuan Renminbi,193753.45,False
2940,Rupiah,1974994.9,False
2941,Peso,8057.96,True
2942,Yen,800391.08,
2943,Euro,1025532.93,True
2944,Lempira,810771.57,False
2945,Baht,307943.25,False
2946,Sol,1851907.73,True
2947,Ruble,1157577.9,
2948,Dinar,650755.48,False
2949,Dollar,,True
2950,Peso,1530662.45,False
2951,Shilling,1311920.06,True
2952,Rupiah,1577686.71,False
2953,Pound,1834636.71,False
2954,Dollar,1005278.81,False
2955,Yuan Renminbi,549336.11,False
2956,Manat,1161579.41,
2957,,160790.36,
2958,Euro,1999256.56,True
2959,Peso,578416.31,True
2960,Yuan Renminbi,623915.66,False
2961,Rupiah,1682650.3,True
2962,Ruble,1863933.22,True
2963,Bolivar,1685549.22,False
2964,Dinar,1686835.31,True
2965,Baht,1466335.82,True
2966,Lek,1157925.66,False
2967,Gourde,420638.57,True
2968,Pula,709736.95,False
2969,Yuan Renminbi,625959.51,True
2970,,1957613.22,False
2971,Peso,,True
2972,Euro,1601569.84,False
2973,Sol,914381.01,False
2974,Zloty,1837295.79,True
2975,Rupiah,716172.64,True
2976,Rupiah,521955.32,True
2977,Krone,,True
2978,Zloty,1990347.62,True
2979,Dong,730584.49,False
2980,Balboa,1889878.24,True
2981,Peso,1240476.95,True
2982,Zloty,1271718.74,False
2983,Lek,1958695.02,True
2984,Koruna,355615.34,True
2985,Yuan Renminbi,787455.6,False
2986,,442967.85,False
2987,,1435784.64,True
2988,Zloty,1131662.56,True
2989,Euro,1304123.44,True
2990,Denar,914785.8,False
2991,Peso,1817843.56,
2992,,1550927.22,True
2993,Yuan Renminbi,185955.73,False
2994,,1722847.27,
2995,Yuan Renminbi,1544430.33,True
2996,Yuan Renminbi,1693459.44,False
2997,Zloty,870456.1,
2998,Kuna,132969.94,True
2999,,182564.67,False
3000,,722731.76,False
3001,Euro,457413.49,True
3002,Sol,1725054.35,True
3003,Yuan Renminbi,74501.26,True
3004,Rial,891442.34,True
3005,Yuan Renminbi,190785.06,False
3006,Real,539403.56,False
3007,Ruble,1893354.59,False
3008,Euro,1675480.75,True
3009,Euro,555392.97,False
3010,Real,1667389.7,False
3011,Euro,1718374.54,False
3012,,1014631.39,True
3013,Naira,1175358.63,True
3014,Dollar,718318.56,False
3015,Dollar,522561.2,True
3016,Rupee,270542.34,False
3017,Rupiah,,False
3018,Yuan Renminbi,,True
3019,Yuan Renminbi,754511.67,False
3020,Yen,467230.07,False
3021,Rupee,660420.69,True
3022,Sol,1871524.48,False
3023,Zloty,936795.14,False
3024,Ariary,423799.6,True
3025,Yuan Renminbi,578225.68,True
3026,Dollar,499167.29,False
3027,Ruble,1468669.97,True
3028,Sol,1555415.07,False
3029,Rupiah,,True
3030,Zloty,952995.22,False
3031,Rupiah,1950680.84,True
3032,Dong,1850290.16,True
3033,Yuan Renminbi,694964.85,True
3034,Peso,,False
3035,Dollar,1927578.39,False
3036,Rial,537146.24,True
3037,,406772.61,True
3038,Koruna,136237.85,True
3039,Yuan Renminbi,153932.37,False
3040,Yuan Renminbi,1006799.9,False
3041,Euro,971742.11,False
3042,,,False
3043,Krona,1598780.97,False
3044,Rupiah,218830.28,True
3045,Peso,,True
3046,Yuan Renminbi,,False
3047,Rupiah,987220.23,False
3048,Yuan Renminbi,792514.3,False
3049,Euro,1584764.13,False
3050,Yuan Renminbi,1414158.59,False
3051,Dollar,909654.27,False
3052,Franc,1998216.35,True
3053,Yuan Renminbi,1765076.15,True
3054,Naira,506209.43,True
3055,Peso,712668.69,True
3056,Rupiah,1848072.8,
3057,Sol,141750.99,False
3058,Koruna,1104171.15,True
3059,Lev,1739435.04,True
3060,Peso,732816.42,False
3061,Yuan Renminbi,1229975.64,False
3062,Dram,1912365.42,True
3063,Rupee,1104139.49,False
3064,Ruble,1041944.1,False
3065,Dinar,1600600.48,False
3066,Rupiah,1939929.35,True
3067,Yuan Renminbi,993999.25,True
3068,Peso,1897368.71,True
3069,Ruble,,False
3070,Rupiah,1635296.7,False
3071,Kina,1351368.98,False
3072,Peso,1620586.99,False
3073,Baht,967943.33,False
3074,Yuan Renminbi,1176654.38,True
3075,Real,1159426.98,False
3076,Euro,1113570.9,True
3077,Euro,117218.79,False
3078,Som,869593.0,True
3079,Peso,,True
3080,Rupiah,649003.45,False
3081,Real,1034009.27,False
3082,Ruble,124594.88,True
3083,Peso,10861.57,False
3084,Dollar,1886789.98,False
3085,Bolivar,240414.66,False
3086,Peso,619358.75,False
3087,Krona,1065775.87,True
3088,Peso,1525218.46,True
3089,Dollar,398384.41,False
3090,Rial,,False
3091,Krona,1494523.2,True
3092,Peso,552335.38,False
3093,Peso,1304348.66,False
3094,Euro,1733623.85,True
3095,Rupiah,328172.84,False
3096,,788973.32,
3097,Afghani,1433840.37,True
3098,,547309.67,True
3099,Rupiah,302180.32,True
3100,Dollar,1060810.91,False
3101,,,False
3102,Lempira,1530566.42,False
3103,Euro,1204993.4,True
3104,Boliviano,1924107.36,True
3105,Ruble,1769648.32,False
3106,Real,758218.2,True
3107,Peso,518323.33,True
3108,Peso,1675270.52,False
3109,Rupiah,53794.21,False
3110,Yen,1786051.58,False
3111,Yuan Renminbi,1298999.53,False
3112,Peso,1667748.15,True
3113,Rupiah,313940.9,False
3114,Yuan Renminbi,1354438.85,False
3115,Peso,1374781.37,False
3116,Dollar,1361715.81,True
3117,,1467735.8,True
3118,Euro,753884.28,True
3119,Yuan Renminbi,373770.21,True
3120,Yuan Renminbi,108771.56,False
3121,Zloty,905486.88,
3122,Rupiah,108287.86,False
3123,Zloty,1355671.67,True
3124,Rupiah,783237.91,False
3125,Dollar,1388145.11,False
3126,Yen,619478.34,False
3127,Krona,,True
3128,Peso,1273641.18,False
3129,Peso,470880.86,True
3130,Koruna,340308.91,False
3131,Yuan Renminbi,1515282.18,False
3132,Lek,962086.68,False
3133,Zloty,1067057.88,True
3134,Yuan Renminbi,224209.34,True
3135,Yuan Renminbi,1442983.45,True
3136,Hryvnia,246459.81,True
3137,Euro,,True
3138,Real,873206.19,True
3139,Yuan Renminbi,1569065.52,True
3140,Rupiah,1502307.51,True
3141,Rupee,159013.36,True
3142,Yuan Renminbi,564005.6,False
3143,Peso,1050266.54,True
3144,Somoni,897394.69,True
3145,Peso,112330.71,False
3146,,937056.31,True
3147,Dinar,,False
3148,Yuan Renminbi,1713478.83,False
3149,Yuan Renminbi,1086681.23,True
3150,Ruble,615237.99,True
3151,Peso,384204.05,True
3152,Peso,,True
3153,Zloty,1526203.33,False
3154,Yuan Renminbi,729753.79,
3155,Peso,1265754.93,False
3156,Hryvnia,1722981.27,False
3157,Euro,121569.1,True
3158,Rupiah,810187.08,True
3159,Euro,1458174.27,True
3160,,273890.77,False
3161,Ngultrum,290867.93,False
3162,Euro,746410.39,False
3163,Yuan Renminbi,1194070.83,False
3164,Krona,1969822.8,True
3165,Rupiah,881819.35,False
3166,Cordoba,1699307.43,True
3167,Yuan Renminbi,438653.35,False
3168,Gourde,1830951.28,False
3169,Rupiah,1116890.12,False
3170,Afghani,,False
3171,Rial,1149261.82,True
3172,Yuan Renminbi,1604930.95,False
3173,Ruble,1610045.85,False
3174,Won,465559.7,True
3175,Rupiah,1940656.11,False
3176,Euro,641541.75,False
3177,,1837392.87,True
3178,Rand,496145.21,False
3179,Peso,398676.33,True
3180,Krone,5812.01,
3181,Pound,1923414.58,True
3182,Yuan Renminbi,1539364.2,False
3183,Rupiah,641250.28,True
3184,Real,777556.52,True
3185,Euro,540384.54,False
3186,Dollar,779361.34,True
3187,Rupiah,1221581.6,
3188,Peso,1205259.0,True
3189,Peso,603448.61,True
3190,Ruble,1022961.6,True
3191,Ruble,692355.58,True
3192,Peso,867520.8,False
3193,Euro,1838760.1,True
3194,Dirham,1669214.71,True
3195,Peso,1807336.63,True
3196,Rupee,297169.58,False
3197,Hryvnia,1091706.1,True
3198,Koruna,1327620.71,True
3199,Rupiah,723251.35,True
3200,Lempira,167094.17,False
3201,Peso,,
3202,,1177403.18,False
3203,Birr,,True
3204,Real,110037.25,True
3205,Peso,920544.09,False
3206,Peso,1612189.56,True
3207,Yen,59752.69,True
3208,Ruble,632907.44,True
3209,Euro,1579583.96,False
3210,Krona,657977.68,False
3211,Peso,1313682.22,False
3212,,1176831.77,True
3213,Zloty,385975.25,True
3214,Krona,229106.31,True
3215,Ruble,598309.8,False
3216,Yuan Renminbi,1013567.16,False
3217,Yuan Renminbi,228823.22,False
3218,Dollar,1344191.24,False
3219,,691065.87,False
3220,Zloty,1535027.19,
3221,Euro,933698.35,True
3222,Real,554341.83,False
3223,Real,1432361.63,False
3224,Yuan Renminbi,549466.65,False
3225,Koruna,652383.82,True
3226,Litas,1988773.31,False
3227,Ruble,179766.65,True
3228,Rand,603503.14,True
3229,Som,806251.14,False
3230,Euro,1434708.63,True
3231,Pound,902619.36,False
3232,Franc,,False
3233,Boliviano,634915.84,True
3234,Euro,1302178.37,False
3235,Yuan Renminbi,1306226.77,False
3236,Dong,365744.57,True
3237,Yuan Renminbi,1329788.88,False
3238,Baht,1235485.2,True
3239,,797355.07,False
3240,Krona,117648.84,False
3241,Baht,1893621.84,True
3242,Ruble,339953.99,False
3243,,1740247.45,True
3244,Rupiah,535189.58,True
3245,Sol,991666.21,True
3246,Krona,657519.48,True
3247,Euro,1740627.82,True
3248,Zloty,1541862.97,False
3249,Ruble,934379.97,True
3250,Yuan Renminbi,477844.61,True
3251,Euro,860242.23,True
3252,Peso,596931.7,True
3253,,1994178.29,False
3254,Sol,655203.93,
3255,Tala,1128137.88,True
3256,Peso,342096.55,True
3257,Yuan Renminbi,1191880.99,False
3258,Dollar,1195874.7,False
3259,Kina,740612.47,True
3260,Rupiah,339442.92,True
3261,Manat,1804040.36,True
3262,,1383708.92,False
3263,Euro,291412.09,
3264,Yuan Renminbi,,False
3265,Euro,1685351.39,True
3266,Zloty,1012205.82,True
3267,Yuan Renminbi,349307.43,True
3268,Yuan Renminbi,1023771.9,False
3269,Peso,1618397.99,False
3270,,,True
3271,Shilling,222609.68,False
3272,Koruna,142388.22,True
3273,Euro,1570965.82,False
3274,Peso,,False
3275,Peso,569782.82,True
3276,,1288487.82,False
3277,Krona,416840.75,False
3278,Sol,1645856.83,True
3279,Yuan Renminbi,701025.77,True
3280,Yuan Renminbi,1236347.25,False
3281,Euro,1342554.77,False
3282,,417559.69,False
3283,Kuna,1546691.86,True
3284,Yuan Renminbi,830855.24,False
3285,Ruble,1023435.26,False
3286,Yuan Renminbi,1578386.64,False
3287,Rupiah,106613.45,
3288,Koruna,629561.86,True
3289,,1430233.97,False
3290,Dinar,997358.12,True
3291,Shekel,1010057.2,False
3292,Sol,1921125.58,False
3293,Euro,623755.87,True
3294,Yen,1791902.89,True
3295,Yuan Renminbi,1944149.7,False
3296,Real,1860348.5,True
3297,Euro,1931338.41,False
3298,Real,1938102.23,True
3299,Ruble,,False
3300,Rupiah,50982.52,True
3301,Euro,1738194.11,False
3302,Leu,1061587.39,False
3303,Yuan Renminbi,1772702.39,False
3304,Riels,895674.91,True
3305,Zloty,1857956.51,True
3306,Euro,1777103.01,False
3307,Yuan Renminbi,1535905.03,False
3308,Rand,,True
3309,Peso,1989323.95,False
3310,Euro,1903710.06,False
3311,Dollar,971377.57,
3312,Rupiah,,
3313,Kuna,1345154.88,True
3314,Euro,1068026.13,False
3315,Real,,False
3316,Peso,1080842.7,True
3317,Yen,600260.5,False
3318,Euro,1381366.32,True
3319,Rupiah,1990837.7,False
3320,Euro,901764.0,False
3321,Real,552338.97,True
3322,Real,762360.65,False
3323,Rupiah,552332.43,False
3324,Rand,1305934.87,False
3325,Zloty,607370.28,False
3326,Dollar,1549535.38,True
3327,Yuan Renminbi,398841.55,False
3328,Real,1158038.63,True
3329,Yuan Renminbi,1541620.23,False
3330,,1145545.55,True
3331,Rupiah,1274789.91,
3332,Euro,,False
3333,Rupee,32755.36,False
3334,Yuan Renminbi,423725.52,False
3335,Yuan Renminbi,957644.79,True
3336,Peso,960236.6,True
3337,Dollar,364973.19,False
3338,Ruble,1206615.04,True
3339,Yuan Renminbi,1350115.89,False
3340,Tugrik,798644.22,True
3341,Euro,1122739.92,True
3342,Rupiah,247083.28,True
3343,Baht,447994.67,False
3344,Peso,585434.17,
3345,Peso,1765090.06,False
3346,,563319.14,True
3347,Euro,1784729.54,True
3348,Ruble,1770424.84,False
3349,Euro,1694006.35,False
3350,Peso,,False
3351,Peso,242233.82,True
3352,Peso,,False
3353,Krona,1335532.84,True
3354,Dollar,8775.23,False
3355,Euro,1355011.12,
3356,Euro,,False
3357,Rupiah,1756292.27,False
3358,Shilling,883142.67,True
3359,Rupiah,425010.25,
3360,Peso,,True
3361,Yen,1185602.59,False
3362,Rupiah,1787417.79,False
3363,Rupiah,912913.99,False
3364,Peso,351345.67,
3365,Peso,217637.01,True
3366,Rupiah,1219044.08,False
3367,Euro,1000001.79,True
3368,,,False
3369,,1887886.83,False
3370,Real,989458.22,
3371,Peso,470719.95,True
3372,,649296.56,True
3373,Rupiah,1525294.02,True
3374,Yuan Renminbi,1792910.69,True
3375,Yuan Renminbi,1623393.22,True
3376,Rand,218466.17,True
3377,Yuan Renminbi,311554.72,False
3378,Ruble,1605040.94,False
3379,Yuan Renminbi,281413.29,True
3380,Rupiah,248467.67,True
3381,Hryvnia,486448.72,False
3382,Yuan Renminbi,,False
3383,Euro,1038395.21,False
3384,Euro,1703925.91,True
3385,Euro,1801910.12,False
3386,Yuan Renminbi,1289688.21,True
3387,Forint,1184550.11,True
3388,Rupiah,671518.98,
3389,Krona,1989885.54,False
3390,Ruble,1861965.48,False
3391,Yuan Renminbi,444037.37,False
3392,Quetzal,1255050.12,False
3393,Euro,342265.5,False
3394,,1251693.44,False
3395,Ruble,769849.69,False
3396,Ruble,1203861.05,False
3397,Zloty,281927.09,True
3398,Real,1460200.75,False
3399,Yuan Renminbi,1881830.1,True
3400,Yen,,True
3401,Peso,57882.19,True
3402,Euro,428338.04,
3403,Yuan Renminbi,1923673.58,False
3404,Lev,1816944.37,False
3405,Peso,1638223.18,False
3406,Yen,712534.12,True
3407,Yuan Renminbi,89614.49,True
3408,Yuan Renminbi,1650962.5,False
3409,Ruble,1496719.74,False
3410,Euro,1041936.78,False
3411,Koruna,1021170.16,False
3412,Yuan Renminbi,391531.12,False
3413,Euro,1012246.41,False
3414,Peso,915255.41,False
3415,Pound,1836863.79,False
3416,Quetzal,678635.86,False
3417,Rupiah,1076932.85,False
3418,Yuan Renminbi,1878250.42,False
3419,Ruble,1063703.9,True
3420,Peso,116506.37,True
3421,Krona,2912.23,True
3422,Krona,447339.86,
3423,Yuan Renminbi,1030663.88,True
3424,Cordoba,658548.62,False
3425,Peso,1855521.39,False
3426,Dollar,273430.94,False
3427,Ruble,1672781.82,True
3428,Rupiah,1718780.83,True
3429,Yuan Renminbi,737658.03,False
3430,Yen,1949233.94,True
3431,Peso,207862.82,False
3432,Kwanza,753682.18,True
3433,Dollar,566229.71,
3434,Euro,262403.19,False
3435,Euro,957295.91,False
3436,Peso,945985.84,True
3437,Peso,1133910.26,False
3438,Manat,152931.64,True
3439,Denar,1585887.54,False
3440,Rupiah,1530506.27,True
3441,Yuan Renminbi,1512531.28,False
3442,Kuna,943603.09,False
3443,Euro,1241868.3,True
3444,Peso,1203034.81,True
3445,Yuan Renminbi,1215522.7,False
3446,Zloty,977368.41,True
3447,Quetzal,,
3448,Euro,463635.26,False
3449,Rand,1189781.07,False
3450,Yuan Renminbi,257070.11,False
3451,Yuan Renminbi,1711878.62,True
3452,Euro,1468724.66,False
3453,Krone,1106684.69,True
3454,Yuan Renminbi,1930961.61,False
3455,Zloty,1080131.55,True
3456,Dollar,1832075.4,True
3457,Rupiah,922736.7,False
3458,Yuan Renminbi,1951399.3,False
3459,Ruble,1528836.35,True
3460,Euro,1304086.39,True
3461,Peso,21865.05,False
3462,Quetzal,1835725.54,False
3463,Kuna,1238372.3,False
3464,Yuan Renminbi,783664.51,True
3465,Rupiah,1764518.52,
3466,Yuan Renminbi,1045963.28,True
3467,Koruna,733085.09,False
3468,Bolivar,882303.75,True
3469,Cordoba,527556.4,True
3470,Zloty,1886351.7,True
3471,Euro,929887.58,False
3472,Euro,1745826.21,True
3473,Peso,1964581.68,False
3474,Rupee,446005.14,True
3475,,760036.84,False
3476,Euro,917449.18,False
3477,Rupiah,1242703.61,True
3478,Ruble,516257.87,False
3479,Yuan Renminbi,376323.44,True
3480,Peso,515731.5,True
3481,Yuan Renminbi,1413837.68,False
3482,Rupiah,1096258.32,False
3483,Rupiah,1206241.51,False
3484,Yuan Renminbi,349002.71,True
3485,Somoni,1316247.37,False
3486,Yuan Renminbi,248203.81,False
3487,Yuan Renminbi,1494904.82,False
3488,Peso,585281.26,False
3489,Hryvnia,,False
3490,Shekel,1751340.52,
3491,Rupiah,600965.97,False
3492,Rupiah,316537.23,True
3493,Peso,814225.0,
3494,Ruble,1505442.87,False
3495,Yuan Renminbi,1712993.72,False
3496,Yuan Renminbi,1690328.55,True
3497,Ruble,167195.64,False
3498,Shekel,1396369.76,False
3499,Peso,1490989.81,
3500,Won,279428.38,True
3501,Dollar,1213610.09,False
3502,Rupiah,1632728.74,True
3503,,874418.8,False
3504,Dong,1100555.21,True
3505,Dollar,701986.51,True
3506,Yuan Renminbi,,False
3507,Euro,547679.56,True
3508,Yuan Renminbi,642799.47,True
3509,Real,469952.81,True
3510,Real,1779475.25,True
3511,Yuan Renminbi,1667756.51,False
3512,Zloty,90884.26,False
3513,Dollar,1328882.73,True
3514,Rand,1621932.21,True
3515,Rupiah,1867672.5,False
3516,Euro,1755642.56,False
3517,Euro,800680.29,True
3518,Yuan Renminbi,1882820.8,True
3519,Koruna,499368.26,True
3520,Rupiah,1937627.48,False
3521,Real,1454758.88,True
3522,Real,601554.47,False
3523,Real,233917.92,False
3524,Peso,,True
3525,Peso,402578.25,True
3526,Ruble,199274.13,True
3527,Baht,109321.62,False
3528,Krone,409156.34,False
3529,Dollar,442688.04,False
3530,Koruna,500307.94,False
3531,Peso,120839.79,False
3532,Peso,345016.62,False
3533,Zloty,867227.02,False
3534,Euro,1455115.91,False
3535,Franc,793881.56,False
3536,Yuan Renminbi,174328.8,False
3537,Euro,533138.34,True
3538,Rupiah,,False
3539,Euro,1136431.32,False
3540,Hryvnia,1457960.99,True
3541,Hryvnia,1980131.11,
3542,Rupiah,466693.97,True
3543,Euro,1101112.68,False
3544,Yuan Renminbi,1813626.3,False
3545,,1746297.49,False
3546,Real,576976.18,False
3547,Peso,663939.22,True
3548,Pound,1798150.3,True
3549,Koruna,1016089.09,True
3550,Euro,921184.42,True
3551,Yuan Renminbi,241726.34,True
3552,Dinar,1296485.96,True
3553,Cordoba,1701300.9,True
3554,,1761652.67,False
3555,Dollar,699031.04,True
3556,Peso,1161517.91,
3557,Yen,518381.51,False
3558,Peso,61857.71,True
3559,Yen,991639.45,False
3560,Zloty,651552.62,False
3561,Ruble,11757.56,False
3562,Peso,1462326.6,False
3563,Rial,1117041.51,True
3564,Yuan Renminbi,882655.51,True
3565,Peso,,True
3566,Litas,1723582.78,True
3567,,1162116.55,False
3568,Rupiah,546641.52,False
3569,Shilling,1290591.66,True
3570,Yuan Renminbi,1220376.89,False
3571,Yuan Renminbi,1791257.94,False
3572,Euro,1374482.73,False
3573,Peso,175741.18,True
3574,Peso,560738.74,True
3575,Euro,259831.02,True
3576,Yuan Renminbi,46211.22,False
3577,Real,1720528.07,False
3578,Ruble,749626.12,False
3579,,612495.56,False
3580,Peso,1407518.23,True
3581,Euro,1959502.86,False
3582,Dram,1575954.29,True
3583,Shekel,50247.02,True
3584,Rupiah,515922.76,True
3585,Franc,1096420.15,True
3586,Euro,146483.1,False
3587,Rial,400662.22,False
3588,Yuan Renminbi,1430738.67,True
3589,Won,1143096.57,False
3590,Yuan Renminbi,408187.82,True
3591,Rupiah,1480223.54,False
3592,Hryvnia,578200.3,False
3593,Euro,1952357.31,
3594,Real,,False
3595,Shilling,262302.24,False
3596,Krone,1025023.76,False
3597,Krone,176310.13,True
3598,Euro,277298.28,True
3599,Real,492083.96,False
3600,Yuan Renminbi,1506576.29,True
3601,Yuan Renminbi,724900.63,
3602,Ruble,1291401.54,True
3603,Yuan Renminbi,211958.06,False
3604,Peso,881436.11,False
3605,Ruble,997637.35,False
3606,Taka,1633779.27,True
3607,,1820839.07,False
3608,,1341437.74,False
3609,Peso,,True
3610,Peso,1339478.13,True
3611,Rupiah,1891121.48,False
3612,Zloty,1333250.57,True
3613,Dollar,1836312.36,False
3614,Yuan Renminbi,843232.88,False
3615,Euro,328681.19,True
3616,,391765.39,True
3617,Rupiah,1278015.69,True
3618,Yuan Renminbi,85133.54,True
3619,Euro,1696317.77,False
3620,Yuan Renminbi,,False
3621,Rupiah,1939112.44,True
3622,Yuan Renminbi,1965540.0,False
3623,Euro,796697.8,True
3624,,1524044.0,True
3625,Yuan Renminbi,1208719.68,False
3626,Ruble,1201790.9,False
3627,Hryvnia,65124.57,True
3628,Hryvnia,1972937.41,True
3629,,773205.84,False
3630,Peso,568116.02,True
3631,Peso,110635.07,False
3632,Yuan Renminbi,903232.13,True
3633,Sol,578248.14,True
3634,Euro,1575037.63,False
3635,Ruble,209744.9,True
3636,Ringgit,1210256.08,True
3637,Rupiah,885902.06,False
3638,Peso,,False
3639,Peso,,False
3640,Franc,1580311.84,False
3641,Yuan Renminbi,1992167.45,True
3642,Denar,1378893.28,False
3643,Peso,182036.78,False
3644,Dollar,1422606.88,False
3645,Lempira,1862036.23,False
3646,,1306869.42,True
3647,Ruble,1051171.74,True
3648,Euro,1745241.52,
3649,Dong,43287.2,False
3650,Yuan Renminbi,1117099.88,
3651,Ruble,901867.48,False
3652,Cordoba,1913900.04,False
3653,Real,329237.68,False
3654,Euro,214764.83,False
3655,Rupiah,135082.87,False
3656,Rupiah,988646.71,False
3657,Peso,1906466.52,False
3658,Euro,1188277.98,True
3659,Real,1351047.91,True
3660,Rupiah,871894.22,True
3661,Franc,1702054.11,True
3662,Rupiah,1243142.25,True
3663,Krona,290848.21,True
3664,Euro,302211.69,True
3665,Sol,459771.37,True
3666,Hryvnia,,False
3667,Yuan Renminbi,1309286.29,False
3668,Ruble,86703.25,True
3669,Yuan Renminbi,1755925.27,True
3670,Yuan Renminbi,1913259.88,False
3671,Yuan Renminbi,1785.65,True
3672,Euro,1939913.23,True
3673,Euro,472785.78,False
3674,Yuan Renminbi,,False
3675,Rupiah,1255128.66,True
3676,,550020.79,True
3677,,68769.61,True
3678,Yuan Renminbi,413268.83,True
3679,Rupiah,1039578.55,True
3680,Yuan Renminbi,966699.05,False
3681,Ruble,1376468.73,True
3682,Marka,583378.51,False
3683,Dollar,1274849.7,True
3684,Peso,164836.29,True
3685,Rial,1459021.95,False
3686,Rupiah,954833.49,False
3687,Yuan Renminbi,1217382.64,True
3688,Naira,,True
3689,Rupee,,True
