idlibro,idtransaccion,saldo,monto,fechalibro
3831,3596,464849.05,597477.22,2023-04-08
3832,1892,,415233.48,2024-01-27
3833,2581,504098.2,442207.83,2023-09-17
3834,1358,934510.62,446754.53,2026-01-01
3835,1429,,161949.23,2023-05-31
3836,2071,233992.23,579660.35,2022-11-02
3837,2557,144062.65,501722.79,2025-05-18
3838,4054,659787.48,601406.46,2026-10-26
3839,1512,139937.66,278656.83,2023-06-17
3840,874,592679.08,477371.16,2025-06-08
3841,2545,836844.09,927608.95,2022-12-30
3842,4934,220459.41,146055.18,2024-01-29
3843,2118,871598.36,284651.72,2022-09-29
3844,926,945145.59,749299.64,2025-02-08
3845,4758,53351.68,635436.44,2022-11-30
3846,1107,6148.98,413829.02,2024-10-16
3847,483,790545.63,570333.88,2026-04-28
3848,2085,202129.27,280833.31,2022-07-27
3849,4627,797954.38,568660.49,2025-12-25
3850,534,324453.45,942980.91,2023-03-25
3851,3571,603046.94,78857.58,2023-08-28
3852,3043,701891.74,744656.9,2025-07-07
3853,2381,982600.72,974952.58,2023-06-16
3854,847,271036.94,696861.76,
3855,1278,521769.19,490175.95,2023-07-28
3856,10,507465.83,298055.62,2023-05-13
3857,3586,426135.69,763555.16,2023-05-01
3858,4032,532936.1,944054.42,2022-12-01
3859,2317,811792.98,452470.4,2023-05-09
3860,229,993721.89,376353.74,2025-07-08
3861,10,741245.52,807687.2,2026-02-03
3862,1812,773063.6,299674.67,2026-06-06
3863,558,324187.63,,2024-09-30
3864,1082,123965.32,823253.59,2026-09-08
3865,106,70377.12,64030.35,2023-01-14
3866,1544,809833.76,,2024-04-18
3867,1201,37268.87,463836.74,2023-03-19
3868,3647,767039.92,535914.08,2026-03-07
3869,2626,624956.34,313291.86,2025-06-07
3870,2797,847564.64,341516.47,2023-07-08
3871,1808,893344.71,382531.78,2025-02-18
3872,2148,880381.9,350335.91,2024-09-28
3873,3397,190290.76,821979.53,2025-07-13
3874,696,669093.94,929728.18,2025-10-29
3875,4499,450343.44,209968.55,2024-07-22
3876,1650,75433.53,680966.95,
3877,4655,281587.25,,2024-02-04
3878,4643,862282.33,394821.88,
3879,4848,850066.47,642719.98,2022-12-29
3880,236,,,2026-03-04
3881,4813,130001.06,633746.76,2025-07-07
3882,1160,213466.45,432733.99,2024-04-02
3883,544,135812.06,380859.28,2024-04-12
3884,441,,599947.75,
3885,2454,345111.8,,2023-12-24
3886,4948,463010.16,27434.61,
3887,2274,472252.02,172525.68,2023-02-18
3888,3474,449488.04,,2024-03-31
3889,2425,112483.32,657078.17,2024-03-19
3890,3875,744111.23,580334.94,2026-09-14
3891,2922,,35210.63,2024-11-15
3892,3762,332920.79,863906.45,2023-03-13
3893,1159,676193.45,174919.34,2025-04-27
3894,742,479592.66,560110.94,2026-12-03
3895,1431,739370.87,107250.25,2024-12-10
3896,3130,130758.89,621596.15,2024-10-01
3897,1078,462085.41,772490.23,2022-11-20
3898,4449,611438.61,798990.47,2023-05-31
3899,1491,573722.25,829693.4,2026-06-18
3900,4035,700932.35,689419.87,2023-07-02
3901,2987,168235.59,616973.01,2023-05-30
3902,263,998960.22,108920.06,2023-06-02
3903,1202,622450.59,685387.07,2026-12-12
3904,958,401651.39,,2026-05-28
3905,1772,467760.45,602346.99,2023-12-19
3906,1164,400443.38,571036.4,
3907,4758,469551.93,732800.78,2026-10-17
3908,3708,349976.77,567861.56,2026-11-16
3909,2616,443047.87,264912.91,2026-05-25
3910,299,490237.61,,2026-06-02
3911,3120,895966.91,632283.56,2024-11-01
3912,2848,624550.53,561666.96,2022-08-23
3913,2008,462735.1,38401.81,2023-06-17
3914,3164,304337.51,40488.96,2026-07-25
3915,3425,593394.13,330576.13,2023-09-07
3916,3619,987059.91,446457.76,2022-08-28
3917,3415,884532.17,913348.61,2025-12-22
3918,4350,826582.52,856815.75,2025-10-05
3919,3698,250570.49,29923.05,2024-06-09
3920,1826,608101.2,213250.61,2025-04-20
3921,3911,419264.31,510270.75,
3922,1535,259511.3,673970.99,
3923,2390,690514.54,213318.86,2023-01-18
3924,2019,783956.09,506053.83,2024-12-09
3925,4093,665246.1,581655.77,2026-02-06
3926,3868,40849.01,736373.26,2023-03-21
3927,3795,,272240.5,2026-05-15
3928,4503,424331.94,502719.89,2026-03-15
3929,3868,528074.33,923769.41,2023-07-15
3930,2302,937554.69,890587.36,2022-08-31
3931,4706,79737.97,130789.69,2024-12-20
3932,798,884344.92,993831.03,2024-07-18
3933,1327,150353.29,183350.49,2026-08-03
3934,4426,20730.91,462248.55,2024-11-13
3935,938,469813.69,607271.49,2025-12-04
3936,1154,454283.59,654584.73,2025-04-12
3937,4131,901156.65,128181.39,
3938,3041,297495.46,450572.16,2025-02-23
3939,3148,935436.04,235117.32,2024-06-26
3940,1589,183170.35,,2023-11-26
3941,830,662465.47,468336.51,2024-06-24
3942,1872,716827.26,627278.18,
3943,4944,778957.46,3857.2,2025-05-19
3944,963,577276.57,222312.08,2025-03-28
3945,3177,191067.76,488669.98,2022-11-16
3946,4230,316352.4,785064.75,2025-04-09
3947,4326,98732.76,320300.86,2023-05-31
3948,867,834902.33,811182.07,
3949,1219,754300.88,34544.9,2023-05-02
3950,3003,158441.08,958551.71,2026-04-04
3951,1433,361260.12,407854.6,2022-12-16
3952,912,993152.01,313217.49,2022-10-31
3953,3145,521996.04,725520.34,2022-10-24
3954,2522,962838.4,306607.14,2024-04-11
3955,3847,752095.74,196888.59,2024-04-14
3956,68,164999.77,752175.52,2026-11-03
3957,1902,69507.29,88718.19,2023-08-29
3958,1862,79362.81,884257.07,2025-03-12
3959,4477,378667.77,529876.52,2026-03-19
3960,3705,323339.03,564649.4,2022-11-28
3961,4439,630361.72,743286.93,2026-03-15
3962,425,284167.97,,2025-07-28
3963,1104,22801.33,500579.78,
3964,2275,849983.57,660223.49,2023-01-21
3965,2797,64297.16,666343.59,2026-02-15
3966,3397,812056.18,993255.94,2026-05-06
3967,1300,335105.59,548257.08,2024-12-29
3968,3031,454015.05,157587.12,2024-08-10
3969,3118,370464.39,986092.92,2022-09-12
3970,2335,117455.07,194940.26,2025-04-18
3971,4769,740127.72,941598.82,2025-09-03
3972,1376,726278.1,90176.4,2022-08-29
3973,4206,782226.6,733118.0,2026-07-02
3974,4115,853432.72,784209.74,2024-10-23
3975,502,299696.97,949497.76,2024-07-01
3976,623,610307.7,931983.79,2026-11-19
3977,1771,373023.15,276897.58,2026-12-08
3978,3688,279961.36,687269.18,2023-04-09
3979,4768,83562.54,47017.96,2025-03-03
3980,634,739815.8,492637.08,2026-10-13
3981,3082,209791.02,715651.45,2023-10-26
3982,1119,428925.3,826387.07,2022-08-18
3983,1070,8749.0,742081.01,2026-10-17
3984,289,657591.12,593845.73,2026-09-09
3985,1454,985933.16,513818.43,2022-07-01
3986,1695,102725.14,907492.92,2025-09-27
3987,1907,570130.78,927258.63,2024-07-31
3988,4901,512838.75,684848.88,2024-06-08
3989,2130,672302.73,615594.91,2022-11-29
3990,2028,65160.69,114036.35,2025-02-25
3991,1392,27835.81,987481.27,2026-06-29
3992,1170,223082.9,99616.34,2025-11-26
3993,430,154945.12,,2024-01-15
3994,4794,75339.01,665231.3,2024-08-24
3995,3333,784833.72,264425.42,
3996,3263,879304.14,6358.25,2024-03-10
3997,2932,840129.64,879031.59,2025-04-27
3998,1333,542155.45,409766.61,2024-09-26
3999,3753,104455.39,980512.82,2026-02-18
4000,2126,227392.24,390366.68,2024-11-27
4001,1768,913954.95,515635.64,2026-12-15
4002,4133,324543.87,353970.69,2025-11-27
4003,3610,13804.1,294461.71,2022-11-17
4004,3186,130962.06,855139.42,2023-11-24
4005,4931,823168.9,821551.73,2025-07-22
4006,176,563041.17,64941.43,2023-10-28
4007,1569,590467.52,510415.27,2025-02-19
4008,4476,247779.56,195797.78,2022-09-22
4009,3650,179963.42,468293.9,2025-11-05
4010,965,146636.59,58658.58,2024-10-26
4011,3261,773328.93,665040.02,2024-03-20
4012,2513,58724.14,26202.23,2023-03-17
4013,2870,856879.13,628390.91,2023-03-21
4014,657,472800.08,417000.56,2026-08-10
4015,2417,620361.13,658839.88,2026-10-11
4016,3822,349464.9,13170.31,2026-03-02
4017,2607,,637205.51,2025-12-24
4018,2775,286449.21,,2024-01-19
4019,815,456507.55,130144.08,2022-07-30
4020,487,10839.74,,2023-06-19
4021,3138,,788654.24,2023-11-29
4022,4501,213760.27,776390.39,2026-12-25
4023,2182,888572.74,590568.45,2023-12-06
4024,568,300530.24,75684.34,2022-12-04
4025,2969,456109.26,868952.47,2026-04-08
4026,4284,714657.38,496339.78,2026-11-04
4027,249,633704.92,488989.36,2026-08-11
4028,2164,52809.93,955141.83,2024-01-14
4029,2865,913792.65,677912.92,2024-12-28
4030,2372,893200.48,,2025-08-02
4031,74,784508.19,150718.09,2022-07-18
4032,3476,832481.73,458958.95,2025-12-29
4033,2101,812175.32,815956.46,2025-07-10
4034,597,986616.68,159929.4,2024-02-18
4035,1078,572890.39,908773.39,2025-01-17
4036,989,961770.83,983069.2,2026-06-23
4037,2247,617135.53,945739.86,2025-03-06
4038,801,586321.09,796876.98,2024-06-16
4039,2837,802803.9,462529.4,2023-12-20
4040,3645,213690.38,461738.11,2024-06-21
4041,358,15526.28,16646.37,2026-12-23
4042,2635,231416.27,293507.17,2025-10-08
4043,2101,587745.21,116040.6,2023-03-08
4044,3458,896346.16,119494.81,2024-08-03
4045,1312,764487.5,959207.57,2023-12-15
4046,4335,310870.39,205428.9,2023-04-23
4047,2407,333770.05,877360.12,2023-08-23
4048,3465,761201.46,404375.39,2022-10-20
4049,1912,319706.02,450538.38,2023-03-20
4050,4634,655778.9,248208.09,2025-04-29
4051,1002,382960.92,193871.26,2023-09-24
4052,2043,914411.45,944267.77,2024-07-29
4053,2476,79157.87,370308.22,2023-03-01
4054,4617,410418.81,524732.77,2026-01-18
4055,3500,386797.12,468801.15,2023-10-31
4056,4801,634128.23,496099.94,
4057,4298,7761.9,23961.29,2026-08-05
4058,2063,585828.3,922601.0,2023-10-31
4059,3503,907099.04,55192.08,2024-12-16
4060,4286,433345.01,764051.85,2023-04-20
4061,325,373360.28,714989.87,2024-09-11
4062,4001,944180.04,791112.86,2022-11-19
4063,3139,300433.84,374822.33,2024-06-19
4064,2478,66187.69,317738.22,2024-02-01
4065,3846,334471.54,985073.99,2024-04-21
4066,3728,493983.53,404758.89,2026-04-16
4067,3771,87058.09,,2024-10-21
4068,4730,834407.33,662949.33,2025-07-27
4069,2981,929803.91,769738.33,2023-03-13
4070,1288,157827.81,931119.72,2023-04-20
4071,3613,951745.0,604974.17,2024-07-17
4072,4531,886631.81,930423.03,2024-07-17
4073,4931,296286.35,114749.31,2023-08-29
4074,4579,952052.88,437263.53,2024-11-23
4075,1184,719974.4,72176.82,
4076,499,887504.16,713023.94,2023-10-04
4077,1569,830440.26,514483.43,2025-01-17
4078,4222,435329.87,405281.0,2025-12-12
4079,2279,841575.4,434386.45,2023-05-02
4080,1625,58426.43,266662.05,2026-02-21
4081,434,414565.0,721167.47,2022-11-24
4082,366,56971.1,616372.35,2023-12-13
4083,4012,321732.33,708265.37,2024-07-17
4084,368,713138.3,21884.45,2022-11-14
4085,1348,645551.42,799040.94,2026-04-05
4086,4538,343378.14,558826.04,2024-10-06
4087,4748,615192.26,245896.36,2026-10-09
4088,4205,359244.68,618698.0,2023-10-15
4089,1060,592736.31,,
4090,1476,271994.26,,2025-08-03
4091,2445,223738.21,832220.62,2025-10-31
4092,896,634417.42,118742.94,2022-09-27
4093,1499,528783.43,140946.66,2026-01-04
4094,555,43155.49,356445.24,2026-08-21
4095,1938,811389.67,,2022-11-05
4096,1178,216992.43,967538.8,2023-08-06
4097,1021,812716.48,934418.41,2022-09-06
4098,537,23401.86,188052.99,2023-11-21
4099,3531,424562.81,676486.57,2026-03-16
4100,2351,156777.8,761135.86,2026-01-23
4101,4566,556197.94,296548.32,2026-09-10
4102,3687,934176.4,188293.18,2024-11-03
4103,3349,505043.53,642230.73,2025-04-22
4104,2820,345891.92,992290.82,2024-10-18
4105,3605,327967.04,609551.85,2023-05-18
4106,1672,882775.12,,2026-10-12
4107,1633,137092.98,,2023-02-16
4108,813,513776.86,914153.49,2022-07-25
4109,463,867790.57,219982.91,2026-09-07
4110,2332,64300.2,591447.3,
4111,106,317226.13,322034.82,2026-01-01
4112,1694,158698.75,335467.51,
4113,1128,718676.48,532563.49,2026-08-17
4114,2903,544012.71,230935.06,2023-01-25
4115,2731,759039.22,,2023-12-22
4116,3271,3052.7,561843.97,2023-03-29
4117,4304,230692.56,246289.91,2024-06-02
4118,2826,398215.5,891030.95,2025-11-25
4119,3153,360857.43,848951.46,2023-08-10
4120,2669,435765.24,165815.06,2023-03-04
4121,2139,266970.4,516872.65,
4122,823,124037.72,924786.01,2024-01-11
4123,3485,710308.66,13436.31,2026-12-04
4124,4305,672793.25,997689.24,2025-03-02
4125,4720,391674.17,634180.19,2024-07-06
4126,1050,143988.49,893477.97,2026-08-16
4127,2979,275505.45,638856.31,2023-07-15
4128,3109,733244.99,502775.17,2023-06-16
4129,4533,180426.34,737039.61,2026-05-05
4130,2822,,340933.52,2025-11-19
4131,3151,367919.73,225209.4,2023-07-12
4132,1666,291187.52,871453.82,2023-11-14
4133,4414,679652.22,912808.0,2025-08-08
4134,961,326367.12,537650.73,2024-09-05
4135,3219,562124.48,,2026-04-01
4136,4090,291208.34,174647.43,
4137,4901,868622.2,921431.12,2025-11-14
4138,451,925583.1,173728.94,2024-09-18
4139,3955,76048.54,84820.58,2024-02-18
4140,2419,45190.33,319720.25,2022-10-10
4141,4036,841200.81,981445.25,2023-10-25
4142,4412,,15593.04,2024-06-24
4143,3979,427094.91,629392.62,2022-07-21
4144,362,489961.14,,2024-10-05
4145,216,61252.03,227892.14,2025-09-10
4146,723,132195.23,417523.24,2025-08-15
4147,3141,180022.89,729754.4,2025-10-07
4148,1576,458993.42,970006.78,2024-02-01
4149,4667,505354.39,572308.39,2025-02-27
4150,2142,313335.61,712584.58,2024-02-22
4151,671,731026.37,226220.68,2025-05-24
4152,4882,270051.36,898233.93,2023-07-04
4153,3140,288378.7,54923.67,2026-04-30
4154,4537,355586.75,960130.32,2024-05-05
4155,4374,868615.26,612596.77,
4156,3471,211970.46,776912.41,
4157,4385,115945.96,89669.05,2022-11-04
4158,2632,55493.65,290121.95,2025-06-29
4159,722,,699737.97,2024-09-28
4160,2031,258249.82,550847.64,2025-09-09
4161,831,896511.77,583176.2,2023-07-28
4162,3543,53858.91,688371.45,2023-02-03
4163,382,167212.4,913850.84,2024-03-02
4164,49,931809.04,792981.6,
4165,4133,293320.92,41848.06,2026-12-27
4166,862,807932.61,507025.69,2026-06-02
4167,810,293809.07,219640.63,2026-05-20
4168,2189,611806.84,,2026-04-07
4169,3924,739982.08,254936.02,2023-12-23
4170,2549,425397.17,294801.75,2024-03-02
4171,3142,927609.16,57581.4,2025-03-27
4172,247,918320.47,287894.57,2025-12-24
4173,3470,163412.24,337850.2,2025-01-02
4174,1125,339397.06,422402.3,2025-12-18
4175,1394,448541.28,,2025-12-08
4176,4481,874386.32,190046.12,2025-10-10
4177,4471,131489.46,692525.22,2023-03-13
4178,2697,709718.06,495099.0,2022-10-29
4179,468,936017.88,768896.16,2023-10-20
4180,3653,52529.85,707312.17,2026-01-26
4181,3745,913498.56,535271.1,2026-08-09
4182,3305,476795.2,590111.63,2026-10-29
4183,3551,130782.01,959117.65,2026-12-22
4184,4527,,811850.36,2024-06-02
4185,3708,750571.7,876426.28,2023-08-22
4186,3117,165271.4,945553.09,2024-06-20
4187,2970,996246.4,157919.16,2024-05-20
4188,4690,329845.67,212647.76,
4189,699,639006.04,178405.4,2023-09-04
4190,965,,847588.4,2023-12-02
4191,2954,155550.88,734345.17,2025-10-24
4192,2424,628058.36,535972.96,2026-03-17
4193,520,207682.1,113223.43,2025-02-01
4194,642,612975.06,809364.7,2023-03-29
4195,4655,844378.21,100409.74,2024-01-04
4196,3255,,422882.97,2023-08-30
4197,14,522987.94,646352.1,2022-10-15
4198,2137,790958.25,222649.74,2025-03-06
4199,3810,,67843.37,2025-04-27
4200,3618,668278.03,,2025-01-24
4201,434,635389.64,843932.92,2022-08-14
4202,935,375673.11,860575.77,2023-11-24
4203,1728,280989.79,42265.1,2025-02-16
4204,1585,948091.54,359756.42,2024-06-02
4205,4711,823719.65,141431.16,2023-01-29
4206,4185,47307.1,835097.55,2024-04-07
4207,2997,132529.49,519876.82,2026-09-02
4208,3404,342866.98,577781.0,2023-12-15
4209,251,499013.93,540414.12,2026-04-07
4210,3690,580991.04,406302.06,2023-05-04
4211,1134,852215.11,,
4212,666,918411.68,352477.11,2024-07-08
4213,827,,186739.29,2022-10-18
4214,3679,637261.18,,2024-11-22
4215,3643,508859.24,351090.91,2026-02-01
4216,4031,446256.68,559387.99,2022-09-11
4217,1411,542272.32,879846.77,2026-04-01
4218,4070,407201.48,242258.6,
4219,573,613124.0,254122.44,2024-08-13
4220,3773,144749.27,118425.4,2025-10-26
4221,1821,105701.01,,2026-09-28
4222,3194,236423.5,160051.54,2024-03-10
4223,3818,403862.68,637855.8,2024-09-10
4224,1905,44685.19,625545.4,2024-11-10
4225,4620,381791.42,934078.53,2024-08-24
4226,2067,285591.76,264213.38,2026-06-03
4227,4723,929370.46,292538.72,2025-03-25
4228,1016,404112.23,594101.43,2026-12-08
4229,2142,729995.24,411815.83,2025-12-14
4230,634,484921.34,799228.51,2025-07-17
4231,4608,263424.46,295031.31,2022-08-31
4232,528,812564.02,272693.24,2026-04-24
4233,4094,350140.49,376268.55,2024-01-14
4234,2542,200066.01,94275.27,2025-07-19
4235,4034,991505.48,596024.15,2023-07-06
4236,1092,892272.76,254265.52,2023-11-11
4237,143,494724.32,280793.25,2024-06-20
4238,737,379613.48,751964.27,2025-04-01
4239,4025,742603.02,804593.48,
4240,4456,720750.02,394738.78,
4241,1432,640431.35,232517.26,2025-06-06
4242,4955,347519.48,141013.16,2024-05-15
4243,1639,803179.03,30550.2,2022-12-11
4244,977,319933.14,335908.19,2022-11-08
4245,3309,326900.15,740319.62,2026-08-19
4246,2836,989742.02,761409.32,2022-10-01
4247,3595,834876.7,765242.68,2024-07-25
4248,2510,944532.01,895202.4,2026-04-28
4249,39,280261.63,271707.23,2026-03-03
4250,1344,,425592.63,2025-11-30
4251,69,334085.8,153395.03,2026-12-28
4252,4878,954932.34,845030.72,2024-07-04
4253,1296,,452042.74,2025-06-16
4254,1736,449276.82,867941.6,2024-05-17
4255,1996,273950.85,50479.05,2024-05-18
4256,4356,670582.19,824785.32,2025-08-20
4257,1220,108333.03,553512.35,2022-09-26
4258,386,,,2024-02-20
4259,2651,507271.79,9147.81,
4260,3884,618683.65,450870.44,2022-12-02
4261,94,776284.1,,2023-11-11
4262,176,,53967.51,2025-04-27
4263,2259,480373.16,494298.64,2022-12-20
4264,4539,963351.66,,2024-03-16
4265,44,953008.6,67448.89,2024-07-18
4266,707,551453.29,219787.1,2024-01-25
4267,1618,747961.03,210357.15,2024-11-20
4268,3418,350897.68,677057.72,2026-12-06
4269,4052,391076.34,290945.26,2024-08-08
4270,2351,678304.19,822700.91,
4271,241,44869.34,292295.88,2025-02-25
4272,1787,,199626.18,2023-04-04
4273,93,256881.15,129571.79,2022-11-15
4274,2291,868165.53,,2022-10-31
4275,4224,631214.57,14299.48,2024-03-12
4276,1634,938401.53,382498.88,2025-08-26
4277,2141,69701.17,571687.51,2024-03-29
4278,3253,692411.39,814972.57,2025-01-14
4279,2169,893705.71,704716.48,2026-09-05
4280,2587,,875751.86,2023-03-26
4281,2249,,897922.2,2026-06-30
4282,2551,569950.2,681664.04,2023-07-04
4283,2469,755730.28,539106.82,2024-10-10
4284,388,625637.71,773051.33,2024-08-27
4285,1005,800969.1,186681.86,2023-06-24
4286,2047,248545.31,850784.04,2023-09-24
4287,4014,325978.85,790834.96,2023-08-06
4288,495,642297.49,519364.47,2026-12-09
4289,4334,42000.56,,2026-11-08
4290,1702,237423.02,660217.86,2024-08-27
4291,461,392399.76,783218.24,2022-12-29
4292,3545,545533.18,556413.86,2026-10-29
4293,3239,,819037.97,2026-04-06
4294,1688,362046.28,661053.3,2024-03-01
4295,2950,763039.58,104927.01,2026-06-18
4296,3763,194712.93,,2024-03-18
4297,3090,,312507.14,2024-11-20
4298,4114,750649.04,973763.33,2026-09-14
4299,2826,375202.18,212156.71,2026-10-25
4300,4415,320539.21,,2022-11-13
4301,2745,74035.41,594150.14,
4302,1248,68708.58,337822.88,2024-07-10
4303,1818,156063.98,342483.07,2023-08-13
4304,1139,193180.32,588844.5,2023-04-25
4305,967,247495.57,602956.78,2026-07-01
4306,2768,195041.7,598314.9,2023-05-16
4307,1870,922978.46,465828.15,2026-04-21
4308,2812,382610.1,52255.06,2025-02-02
4309,1632,169255.9,60222.93,2023-12-03
4310,1286,725922.61,262528.43,
4311,4216,330320.72,42356.89,2025-04-02
4312,2558,178843.2,109462.06,2026-08-10
4313,4885,716371.86,34862.66,2022-08-12
4314,2049,384411.09,282772.85,2025-04-28
4315,323,808546.17,348865.71,2023-12-24
4316,1053,385489.24,350449.34,2023-12-13
4317,52,266267.05,62623.95,2024-06-27
4318,4883,868677.03,134400.23,2026-11-01
4319,2208,375616.73,,2026-04-29
4320,4675,750568.58,421620.51,2026-03-04
4321,798,339439.63,,2023-12-13
4322,4293,642414.31,786812.55,2025-01-01
4323,3157,812450.8,310569.41,2024-03-17
4324,39,446302.55,865871.42,2022-07-27
4325,743,656731.06,315436.15,2026-12-19
4326,411,868240.52,456457.12,2023-01-30
4327,4074,14819.21,563614.47,2026-07-18
4328,856,10247.45,761116.69,2025-01-08
4329,2086,902194.21,573505.32,2022-09-05
4330,714,6356.91,464663.56,2025-10-12
4331,3841,718433.44,115270.72,2025-04-29
4332,1132,322309.31,395154.24,2023-11-19
4333,2399,493030.0,618556.72,2025-09-22
4334,2520,,84026.23,2023-06-30
4335,1099,139876.47,298533.69,2026-02-09
4336,4164,751591.83,371550.1,2022-09-09
4337,4414,832523.05,365769.75,2024-05-07
4338,4925,112640.4,931687.67,2026-05-08
4339,536,458702.47,893440.36,2024-08-08
4340,2173,772806.62,281789.58,2026-08-10
4341,2742,261018.74,245260.37,2022-10-09
4342,529,939176.45,345577.6,2023-01-12
4343,2914,561915.19,,2025-12-19
4344,2045,951326.2,681152.25,2025-02-27
4345,4602,750923.08,906752.43,2022-10-09
4346,2682,755324.9,4836.8,2026-02-25
4347,4123,,99328.77,2023-06-10
4348,4770,783134.25,113499.73,2025-08-28
4349,883,324102.18,75640.92,2023-04-27
4350,1377,693500.09,839119.08,2025-03-20
4351,3682,977383.01,812180.37,2023-07-15
4352,709,437142.68,402238.35,2023-09-01
4353,990,780373.47,4285.45,2024-12-24
4354,877,584564.54,724876.15,2025-07-30
4355,4926,932893.94,704930.2,2022-07-21
4356,4779,862604.53,,2022-07-30
4357,2753,342077.54,910105.69,2023-01-30
4358,4376,922946.48,133022.76,2026-08-13
4359,3235,668381.97,207028.31,2025-09-11
4360,2943,402072.87,689651.4,2025-02-13
4361,4213,696142.33,85029.91,2022-09-06
4362,3109,670533.56,476523.7,2024-10-15
4363,4540,191528.09,5044.92,2024-08-10
4364,1031,476631.42,398930.45,2023-10-13
4365,3485,755793.88,34475.18,2023-05-22
4366,4964,55973.94,248365.85,2023-06-13
4367,283,812545.73,357484.16,2025-08-09
4368,3974,622055.57,201334.06,2024-03-13
4369,4602,371334.7,447072.13,2025-09-09
4370,2467,555551.98,741270.4,2024-09-18
4371,4387,434826.91,,2023-08-15
4372,2585,751519.08,47932.78,2022-08-18
4373,4041,501675.75,277800.11,
4374,3889,669824.5,598426.99,2024-03-30
4375,789,444012.15,266887.24,2023-05-13
4376,4132,215694.85,805117.71,2022-07-17
4377,1513,518328.62,799174.48,2025-04-20
4378,4501,50830.9,877426.06,2024-03-10
4379,298,303988.13,599556.99,2025-01-15
4380,2848,440386.92,,2022-12-15
4381,1264,952393.07,134216.74,2026-09-07
4382,2775,168956.47,806569.71,2025-03-06
4383,4359,388798.56,,2026-08-30
4384,111,784785.75,574348.95,2022-09-30
4385,4368,635914.7,995065.03,2025-08-02
4386,4448,455886.72,656286.22,2023-09-28
4387,3686,364134.15,181344.5,2026-05-28
4388,1039,319889.74,70395.47,2023-06-27
4389,2159,883729.64,363049.46,2024-11-12
4390,2350,463697.79,410557.78,2023-05-14
4391,4350,941151.4,722673.26,2025-05-14
4392,527,521968.72,271659.32,2022-10-20
4393,223,903452.17,302398.2,2026-11-15
4394,4304,137056.6,357011.03,2025-08-24
4395,2655,741141.55,598961.08,2023-09-18
4396,3108,897384.69,65165.26,2026-07-28
4397,1702,537430.61,919794.35,2025-11-02
4398,2806,237777.22,883281.98,2022-09-30
4399,536,258517.07,654031.59,2023-06-24
4400,711,909184.76,460065.88,2025-09-09
4401,4676,,945972.37,2024-09-08
4402,3397,21028.72,958411.32,2024-06-14
4403,3919,564248.55,842766.31,2025-04-06
4404,1814,535143.73,77373.56,2023-05-07
4405,78,558749.33,376095.05,2024-01-19
4406,3615,207370.1,993668.73,2023-12-05
4407,3684,514003.2,789511.11,2026-04-13
4408,4906,16885.23,480825.54,2022-08-21
4409,1652,189596.53,633365.07,2024-06-27
4410,2372,804211.07,746961.62,2024-11-28
4411,3211,322382.65,425376.32,2022-12-07
4412,4067,678443.98,715800.71,2022-12-05
4413,21,41895.87,669627.43,2026-07-07
4414,1008,889074.18,512469.97,2024-05-30
4415,4094,264109.69,503496.02,2023-06-28
4416,3700,164775.71,951782.38,2024-10-04
4417,4301,506673.73,866846.22,2024-12-16
4418,3913,133146.03,996317.67,2026-12-12
4419,2988,826621.76,323905.98,2023-02-08
4420,2760,,291944.64,2022-08-14
4421,234,553665.26,132595.62,2023-08-15
4422,2408,796783.67,127311.57,2026-08-09
4423,2354,506817.6,361100.08,2026-04-01
4424,2627,461922.02,733541.26,2024-10-28
4425,3847,995667.43,919415.79,2024-05-03
4426,359,496846.22,58714.6,2026-09-21
4427,2403,675230.3,186380.56,2024-02-24
4428,3024,152494.88,875456.29,2026-08-20
4429,2558,773651.2,198348.4,2024-08-25
4430,3659,662079.61,311453.56,2026-10-22
4431,569,26338.9,207357.25,
4432,330,664818.45,46137.43,2024-05-27
4433,3976,290354.67,783759.04,2024-10-25
4434,1590,392738.84,687344.49,2025-08-19
4435,339,,106157.91,2023-12-22
4436,3217,,446968.9,2026-12-02
4437,14,,51485.86,2024-05-26
4438,1719,866909.66,48043.25,2026-01-22
4439,3896,90532.95,274004.06,2023-10-21
4440,1078,,781875.83,2025-04-06
4441,4857,246422.01,253008.12,2025-04-24
4442,840,603640.57,373631.75,2024-05-14
4443,4949,214598.57,247257.69,2025-09-07
4444,271,125620.66,419429.76,2026-11-18
4445,4116,451202.36,730587.55,2023-05-04
4446,3715,962194.77,535833.09,2026-01-23
4447,4043,346226.92,145872.69,2022-12-08
4448,3009,797665.39,811295.41,2022-08-18
4449,1885,507867.24,587823.26,2022-08-31
4450,2488,89220.39,503035.78,2023-06-07
4451,346,460579.09,639727.59,2023-02-20
4452,3793,521839.45,47656.73,2024-06-01
4453,3733,433097.45,183416.8,2025-11-28
4454,66,454489.94,912922.44,2024-02-21
4455,2656,245007.9,3214.92,2026-04-29
4456,2099,571203.69,205941.89,2025-06-08
4457,2068,364798.82,734821.8,2026-10-25
4458,2478,945692.78,672662.38,2025-08-08
4459,185,768610.32,492243.0,2025-01-10
4460,1239,267577.21,708255.15,2022-08-02
4461,3108,224841.17,912778.93,2024-12-21
4462,463,162649.92,,2023-09-05
4463,3437,403537.52,626089.68,
4464,4123,757648.2,889916.43,2023-05-20
4465,4221,560211.2,112681.78,2022-09-27
